fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
11.6,0.58,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0
10.4,0.61,0.49,2.1,0.2,5.0,16.0,0.9994,3.16,0.63,8.4
7.4,1.185,0.0,4.25,0.0969999999999999,5.0,14.0,0.9966,3.63,0.54,10.7
10.4,0.44,0.42,1.5,0.145,34.0,48.0,0.99832,3.38,0.86,9.9
8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.99892,3.48,0.49,11.0
7.6,1.58,0.0,2.1,0.1369999999999999,5.0,9.0,0.99476,3.5,0.4,10.9
6.8,0.815,0.0,1.2,0.267,16.0,29.0,0.99471,3.32,0.51,9.8
7.3,0.98,0.05,2.1,0.061,20.0,49.0,0.99705,3.31,0.55,9.7
7.1,0.875,0.05,5.7,0.0819999999999999,3.0,14.0,0.99808,3.4,0.52,10.2
6.7,0.76,0.02,1.8,0.078,6.0,12.0,0.996,3.55,0.63,9.95
7.411870207234542,1.3147369922007044,0.01881297927654579,3.454534507911297,0.11630572279579954,4.247480828938168,10.881297927654579,0.9960091818239626,3.462374041446908,0.4451511502637099,10.636618290128359
7.416700143339734,1.2179827830959742,0.0,4.070473459097862,0.10034002866794665,5.0,13.582496416506656,0.9964463586812745,3.619144906829173,0.5283098996621864,10.716700143339732
6.789141233629025,0.7856281046683448,0.026685592522176897,2.6691270278829964,0.07889141233629023,5.3314407477823105,12.445706168145126,0.9964635344148709,3.5165720373891154,0.6054861607520181,10.00571327101814
8.557265975871843,0.7579771261799884,0.24430213011624577,4.110255299048898,0.13410829853117495,3.88319150052839,14.88319150052839,0.9986629063903487,3.294017019936593,0.5685755325290615,9.405127649524449
7.621244785204839,0.9097022775957861,0.02,2.721244785204838,0.08145466794451814,6.0,11.424222009246977,0.9976812717329988,3.509695540647288,0.5493910812945767,10.554566890290674
10.10969859379368,0.6446488775149477,0.44879592944168384,2.1,0.1869832595281683,6.404684223578961,19.09030529187371,0.9991799328049726,3.1740468422357897,0.6225083508075788,8.521739299376843
10.4,0.45890357199204573,0.4277838237614306,1.5667184893836907,0.1511158615268383,30.775273013121613,44.44168056620316,0.9984400932808907,3.3555365538926467,0.8344245790695852,9.733203776540773
7.856637406138227,1.1012831422079918,0.010147497914182816,3.8187313386472304,0.09040412635578113,5.507374895709141,12.477875312872577,0.9977771097580452,3.553893765643629,0.514631255214543,10.852212468712741
7.396593906569775,1.1814803701221002,0.0005676822383709534,4.266462784912758,0.09682969532848862,4.977292710465162,14.0,0.9966168033942558,3.6273886617034936,0.5397729271046516,10.69432317761629
7.259401807401762,1.039715200981821,0.023433032099706316,4.929557930891483,0.08997009037008802,4.062678716011748,14.0,0.9972936177501514,3.522208052341351,0.5306267871601175,10.465669679002936
8.232436069181796,1.0118360250261336,0.02168909827045512,3.5294975340682258,0.08388739344863633,5.831090172954488,11.168909827045512,0.9988727052484273,3.475495737945453,0.4916890982704551,10.95495737945453
7.8109170399527095,0.9324728334927712,0.12247892892352387,2.111881791626807,0.06254463291148493,18.81182083731928,48.76236416746386,0.9974955671860053,3.3028709250239157,0.5523763583253615,9.616827458612349
7.311752624677711,1.0040928805893066,0.04412368766114476,2.3526814305707755,0.06523094488397577,18.237106298343427,44.88658136280133,0.9969971131889503,3.347608398968674,0.548824737532229,9.817526246777105
7.520947637460724,0.9258645061931707,0.03947630906348191,4.893183694866947,0.08270157939576782,4.0523690936518095,12.947630906348191,0.9983746633462225,3.4280631758307147,0.509476309063482,10.48063175830715
10.704746144881492,0.47555371690284076,0.48094922897629844,1.6777685845142036,0.12696918642784505,27.905077102370157,47.746044879265426,0.9989498086994217,3.346985834304505,0.7863530149869727,9.671440391338882
7.891641864431988,1.3466865084544095,0.008332624698056807,2.6416206053736926,0.11491854455014941,5.41663123490284,9.83326246980568,0.9964931859371958,3.4916673753019434,0.43749681114125566,10.941663123490285
6.981571767322198,0.8061105488915172,0.024966118006802374,1.2378274515254581,0.2596993018555866,15.77303529084725,29.680894127458245,0.99494036917979,3.3173520783932178,0.5122696470915274,9.769738038779634
7.8501553045715555,0.9656437659690629,0.031246117385711123,4.262202332904519,0.08325025884095257,4.875388261428888,12.124611738571112,0.9986051087132001,3.4500103536381035,0.5012461173857111,10.700103536381036
8.04284988473014,0.7992862971353069,0.17571331796401873,4.671436489385302,0.1157140261812595,3.5714241725637215,14.571424172563722,0.9984571399538921,3.3314290992923534,0.5514283294910047,9.68571824469265
10.032077558930489,0.7374588456562235,0.4256135728128355,2.1,0.19172174507593598,5.0,15.080193897326222,0.9987902999547991,3.2046762964155837,0.5997777994835759,8.72850217952635
7.188202080740274,0.9431066866442903,0.03882020807402737,1.8987637453324926,0.10706074273500724,19.10561664592219,44.52808322961095,0.9965267857378645,3.3122359583851946,0.5410561664592219,9.722359583851945
6.976531810685065,0.8063572967685436,0.024273123969196564,1.2367774605593886,0.259901950112038,15.779335236643668,29.661994290068996,0.9949339747348066,3.317425577760843,0.5122066476335634,9.770578031552489
8.280552840496295,1.0168398365806477,0.02,3.3805528404962937,0.08392707315186111,6.0,11.012154474689817,0.9988845089339058,3.480850813228287,0.4917016264565743,10.987237801575693
11.455418368196668,0.5870784757237048,0.6401200256270418,2.169878826707639,0.07981338644542568,10.180727039754165,46.457818880737506,1.0006165620546494,3.252108482130465,0.5681927296024583,9.024096938633889
7.438843920755519,1.177878614528155,0.0008631982390115223,4.21331407484201,0.09643892114464242,5.043159911950577,13.870520264148272,0.9967001309957254,3.6235260132074134,0.5378420044024712,10.712947973585171
7.67619982041135,1.51904014367092,0.002177137726038579,2.2415139521925074,0.1312305850259977,5.108856886301929,9.217713772603858,0.995212844647016,3.4978228622739613,0.4097971197671736,10.910885688630193
